Nombre,Precio,Media,Total_puntos,Equipo,Puntos,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Centros,Despejes,Remates,Tiros,Recuperaciones,Perdidas,Penaltis fallados,Goles en contra,Rojas,Paradas,Penaltis cometidos,Amarillas,Seguna Amarilla,Penaltis provocados,Penaltis parados,Goles en PP
David Silva,743.896€,,,Real Sociedad,136.0,31.0,2459.0,0.0,3.0,4.0,28.0,10.0,40.0,9.0,229.0,412.0,2.0,33.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Lejeune,24.464.321€,,,D. Alavés,136.0,23.0,1408.0,2.0,5.0,5.0,11.0,7.0,33.0,3.0,110.0,203.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
Borja Iglesias,606.075€,,,Real Betis,134.0,34.0,3015.0,1.0,1.0,1.0,0.0,143.0,9.0,7.0,214.0,365.0,0.0,53.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0
Kenedy,3.150.874€,,,Granada CF,134.0,35.0,1410.0,11.0,0.0,1.0,2.0,9.0,9.0,13.0,28.0,150.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0
Dest,1.954.748€,,,FC Barcelona,133.0,30.0,1475.0,4.0,3.0,6.0,18.0,12.0,37.0,12.0,112.0,226.0,0.0,21.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
Lucas Vázquez,18.552.368€,,,Real Madrid,132.0,35.0,1913.0,2.0,1.0,1.0,7.0,18.0,28.0,6.0,120.0,248.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nacho,6.294.955€,,,Real Madrid,132.0,26.0,1850.0,2.0,5.0,5.0,28.0,23.0,27.0,8.0,136.0,310.0,0.0,16.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
Fali,9.333.530€,,,Cádiz CF,131.0,33.0,2000.0,1.0,0.0,0.0,4.0,54.0,6.0,3.0,139.0,155.0,0.0,14.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0
Kike Barja,650.725€,,,C.A. Osasuna,131.0,36.0,2639.0,0.0,0.0,1.0,5.0,116.0,4.0,2.0,147.0,240.0,0.0,44.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0
A Perea,496.799€,,,Cádiz CF,128.0,38.0,1432.0,2.0,3.0,4.0,13.0,7.0,49.0,12.0,119.0,295.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Mingueza,579.345€,,,FC Barcelona,127.0,32.0,1549.0,2.0,3.0,6.0,12.0,6.0,60.0,7.0,116.0,250.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomás Pina,15.762.352€,,,D. Alavés,127.0,28.0,1812.0,2.0,2.0,2.0,3.0,39.0,8.0,6.0,132.0,147.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Pulido,551.478€,,,SD Huesca,127.0,33.0,2588.0,1.0,1.0,1.0,1.0,42.0,12.0,1.0,198.0,208.0,0.0,40.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Alex Fernández,641.517€,,,Cádiz CF,127.0,36.0,2887.0,1.0,0.0,1.0,2.0,94.0,6.0,4.0,181.0,300.0,0.0,45.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0
Édgar Méndez,2.839.088€,,,D. Alavés,126.0,25.0,1949.0,4.0,1.0,1.0,31.0,14.0,12.0,4.0,152.0,303.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Maxi Gómez,506.640€,,,Valencia CF,125.0,35.0,2104.0,5.0,1.0,2.0,13.0,14.0,16.0,11.0,122.0,336.0,0.0,29.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
A Espino,1.560.234€,,,Cádiz CF,124.0,32.0,2698.0,6.0,1.0,1.0,2.0,35.0,14.0,23.0,58.0,296.0,0.0,35.0,1.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0
Germán,734.724€,,,Granada CF,123.0,33.0,2605.0,0.0,3.0,3.0,18.0,57.0,15.0,4.0,220.0,452.0,0.0,37.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Gonzalo Verdú,1.106.746€,,,Elche CF,123.0,34.0,2546.0,3.0,1.0,0.0,0.0,124.0,1.0,5.0,138.0,259.0,0.0,50.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Pere Milla,1.168.016€,,,Elche CF,122.0,36.0,2945.0,0.0,2.0,3.0,1.0,106.0,10.0,4.0,204.0,276.0,0.0,48.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0
Diop,586.725€,,,SD Eibar,122.0,37.0,1983.0,4.0,3.0,4.0,2.0,16.0,17.0,13.0,96.0,272.0,0.0,29.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
Villalibre,499.595€,,,Athletic Club,122.0,34.0,2332.0,1.0,1.0,1.0,4.0,34.0,7.0,9.0,221.0,312.0,0.0,31.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
Weissman,775.826€,,,Real Valladolid,121.0,36.0,1585.0,4.0,2.0,4.0,2.0,15.0,3.0,15.0,30.0,194.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mendy,645.392€,,,Real Madrid,120.0,35.0,2139.0,6.0,1.0,4.0,1.0,6.0,7.0,19.0,67.0,162.0,0.0,36.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
Óliver Torres,12.713.248€,,,Sevilla FC,120.0,30.0,2207.0,1.0,0.0,0.0,5.0,23.0,38.0,2.0,146.0,252.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Lemar,636.937€,,,Atlético de Madrid,120.0,38.0,1395.0,0.0,3.0,2.0,10.0,6.0,34.0,4.0,118.0,230.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Yangel Herrera,4.062.488€,,,Granada CF,119.0,29.0,1374.0,1.0,3.0,3.0,18.0,5.0,39.0,12.0,82.0,216.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
Olivera,1.405.616€,,,Getafe CF,119.0,31.0,2249.0,3.0,1.0,1.0,2.0,28.0,21.0,7.0,170.0,361.0,0.0,35.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0
Tello,638.046€,,,Real Betis,119.0,32.0,2619.0,0.0,0.0,2.0,14.0,48.0,27.0,4.0,198.0,456.0,0.0,24.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0
Antonio Puertas,989.278€,,,Granada CF,119.0,33.0,1263.0,5.0,3.0,4.0,7.0,4.0,23.0,14.0,76.0,167.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Budimir,572.788€,,,C.A. Osasuna,119.0,34.0,2076.0,3.0,5.0,2.0,9.0,18.0,41.0,11.0,101.0,366.0,0.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Acuña,661.445€,,,Sevilla FC,118.0,32.0,1649.0,11.0,0.0,1.0,0.0,16.0,10.0,22.0,58.0,286.0,0.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Lenglet,6.241.977€,,,FC Barcelona,118.0,31.0,2331.0,1.0,2.0,3.0,35.0,24.0,39.0,2.0,185.0,451.0,0.0,28.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
Alcácer,8.838.473€,,,Villarreal CF,117.0,35.0,2475.0,1.0,0.0,1.0,0.0,64.0,7.0,5.0,196.0,204.0,0.0,29.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,1.0
Saúl,7.172.119€,,,Atlético de Madrid,117.0,29.0,1555.0,6.0,4.0,5.0,0.0,6.0,8.0,20.0,40.0,119.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guevara,4.242.222€,,,Real Sociedad,115.0,34.0,2032.0,2.0,1.0,1.0,2.0,31.0,16.0,14.0,128.0,255.0,1.0,15.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0
Monreal,641.213€,,,Real Sociedad,115.0,38.0,2084.0,1.0,1.0,0.0,1.0,32.0,12.0,2.0,198.0,300.0,0.0,27.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Paulo Oliveira,1.294.038€,,,SD Eibar,115.0,32.0,2082.0,1.0,1.0,3.0,5.0,35.0,8.0,1.0,151.0,275.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cala,502.673€,,,Cádiz CF,114.0,34.0,2640.0,0.0,1.0,1.0,1.0,106.0,4.0,3.0,214.0,398.0,0.0,38.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Ximo Navarro,564.615€,,,D. Alavés,114.0,29.0,2273.0,3.0,0.0,0.0,0.0,87.0,4.0,5.0,150.0,238.0,0.0,37.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0
Luis Suárez,531.217€,,,Granada CF,114.0,35.0,2379.0,1.0,1.0,1.0,13.0,63.0,15.0,3.0,179.0,334.0,0.0,34.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0
Alvaro Fernandez,671.298€,,,SD Huesca,114.0,27.0,1670.0,6.0,1.0,2.0,1.0,9.0,27.0,17.0,69.0,214.0,0.0,26.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0
Fede Valverde,751.920€,,,Real Madrid,113.0,38.0,1980.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,180.0,202.0,0.0,32.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
Aritz,19.184.801€,,,Real Sociedad,112.0,24.0,1331.0,3.0,1.0,4.0,4.0,3.0,23.0,7.0,102.0,139.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Murillo,1.807.974€,,,RC Celta,111.0,24.0,1886.0,1.0,0.0,0.0,1.0,61.0,4.0,1.0,125.0,203.0,0.0,15.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0
Marcone,543.414€,,,Elche CF,111.0,32.0,2699.0,2.0,0.0,0.0,0.0,91.0,2.0,3.0,203.0,212.0,0.0,45.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0
Arbilla,502.876€,,,SD Eibar,111.0,33.0,2650.0,0.0,0.0,1.0,1.0,29.0,12.0,0.0,229.0,241.0,0.0,43.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0
Morcillo,509.939€,,,Athletic Club,110.0,34.0,2803.0,0.0,1.0,1.0,10.0,66.0,23.0,3.0,323.0,512.0,0.0,46.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0
Víctor Ruiz,570.540€,,,Real Betis,110.0,38.0,1362.0,2.0,2.0,3.0,33.0,7.0,13.0,9.0,71.0,267.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Chukwueze,820.176€,,,Villarreal CF,109.0,33.0,2065.0,2.0,0.0,0.0,0.0,76.0,7.0,4.0,167.0,185.0,0.0,30.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0
Seoane,1.530.938€,,,SD Huesca,109.0,29.0,1361.0,4.0,2.0,2.0,5.0,3.0,38.0,11.0,75.0,255.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Olaza,551.011€,,,Real Valladolid,109.0,36.0,2064.0,1.0,1.0,3.0,7.0,12.0,20.0,10.0,131.0,290.0,0.0,27.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
Guillamón,1.300.741€,,,Valencia CF,109.0,35.0,2876.0,1.0,3.0,9.0,31.0,57.0,12.0,6.0,191.0,484.0,0.0,44.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0
Unai Nuñez,697.573€,,,Athletic Club,109.0,32.0,1989.0,1.0,0.0,0.0,0.0,103.0,1.0,1.0,148.0,168.0,0.0,25.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0
Racic,910.319€,,,Valencia CF,109.0,37.0,2107.0,1.0,1.0,2.0,0.0,104.0,4.0,5.0,158.0,224.0,0.0,23.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0
Dani Gómez,508.556€,,,Levante UD,109.0,33.0,2190.0,1.0,1.0,0.0,1.0,52.0,24.0,11.0,181.0,270.0,0.0,35.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
Aitor Ruibal,503.885€,,,Real Betis,108.0,38.0,1660.0,2.0,2.0,1.0,1.0,4.0,33.0,8.0,45.0,217.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
Pedraza,515.143€,,,Villarreal CF,108.0,35.0,1531.0,2.0,1.0,2.0,4.0,6.0,38.0,14.0,102.0,248.0,0.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Fran Beltrán,920.861€,,,RC Celta,108.0,34.0,2103.0,1.0,2.0,5.0,27.0,33.0,23.0,8.0,133.0,382.0,0.0,29.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0
Hervías,661.865€,,,Real Valladolid,107.0,38.0,1391.0,3.0,0.0,1.0,2.0,22.0,9.0,7.0,122.0,110.0,0.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Claudio Bravo,497.326€,,,Real Betis,107.0,31.0,1193.0,0.0,5.0,5.0,36.0,8.0,18.0,7.0,120.0,233.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Laguardia,1.152.351€,,,D. Alavés,106.0,24.0,1710.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,140.0,221.0,0.0,24.0,0.0,47.0,0.0,3.0,0.0,0.0,1.0,0.0
Iñigo Martínez,669.417€,,,Athletic Club,106.0,37.0,2636.0,0.0,1.0,1.0,1.0,99.0,0.0,3.0,140.0,273.0,0.0,46.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Soldado,2.414.194€,,,Granada CF,106.0,31.0,2519.0,1.0,0.0,1.0,2.0,97.0,4.0,7.0,191.0,280.0,0.0,34.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
Inui,606.278€,,,SD Eibar,106.0,30.0,1440.0,9.0,0.0,1.0,0.0,14.0,4.0,12.0,44.0,185.0,0.0,25.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
Barrenetxea,506.313€,,,Real Sociedad,105.0,38.0,1826.0,1.0,0.0,3.0,12.0,6.0,26.0,17.0,101.0,297.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Joaquín,523.682€,,,Real Betis,104.0,36.0,1299.0,3.0,0.0,2.0,6.0,5.0,39.0,7.0,85.0,239.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
Roque Mesa,738.025€,,,Real Valladolid,104.0,35.0,1225.0,2.0,5.0,4.0,17.0,7.0,20.0,5.0,68.0,193.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jorge Molina,601.571€,,,Granada CF,104.0,31.0,1772.0,1.0,0.0,0.0,16.0,21.0,33.0,5.0,154.0,288.0,0.0,24.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Calleri,526.990€,,,C.A. Osasuna,104.0,37.0,1598.0,8.0,2.0,4.0,1.0,18.0,5.0,13.0,46.0,259.0,1.0,35.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
Mosquera,475.741€,,,SD Huesca,103.0,28.0,1626.0,5.0,2.0,1.0,0.0,13.0,17.0,18.0,53.0,270.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Clerc,529.877€,,,Levante UD,103.0,30.0,2052.0,0.0,0.0,1.0,4.0,35.0,10.0,2.0,161.0,208.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rubén Duarte,499.484€,,,D. Alavés,103.0,37.0,2776.0,0.0,3.0,6.0,18.0,40.0,34.0,4.0,228.0,497.0,0.0,47.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
R Araujo,563.651€,,,FC Barcelona,103.0,32.0,2550.0,1.0,1.0,6.0,41.0,58.0,4.0,2.0,181.0,446.0,0.0,43.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0
Battaglia,10.145.159€,,,D. Alavés,102.0,30.0,1508.0,2.0,1.0,0.0,0.0,41.0,9.0,4.0,124.0,97.0,0.0,16.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0
Zubeldia,511.364€,,,Real Sociedad,102.0,34.0,2495.0,1.0,0.0,0.0,0.0,38.0,17.0,6.0,167.0,214.0,0.0,46.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Yeray,512.773€,,,Athletic Club,102.0,27.0,1958.0,1.0,1.0,1.0,3.0,42.0,7.0,4.0,134.0,180.0,0.0,26.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Sandro,1.502.410€,,,SD Huesca,101.0,26.0,1949.0,1.0,0.0,1.0,2.0,69.0,9.0,1.0,180.0,214.0,0.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Vezo,569.679€,,,Levante UD,101.0,23.0,1293.0,5.0,1.0,0.0,3.0,1.0,19.0,19.0,63.0,172.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jose Mari,513.467€,,,Cádiz CF,101.0,33.0,2310.0,1.0,0.0,0.0,1.0,94.0,8.0,2.0,181.0,246.0,0.0,34.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0
Capa,519.515€,,,Athletic Club,100.0,24.0,1457.0,1.0,0.0,1.0,1.0,31.0,16.0,4.0,146.0,185.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Alcaraz,985.730€,,,Real Valladolid,99.0,30.0,2138.0,2.0,1.0,1.0,8.0,43.0,27.0,6.0,145.0,367.0,0.0,27.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
Néstor Araújo,549.411€,,,RC Celta,99.0,31.0,2170.0,1.0,0.0,1.0,5.0,25.0,13.0,3.0,185.0,246.0,0.0,39.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Iza Carcelén,633.258€,,,Cádiz CF,99.0,36.0,2424.0,0.0,0.0,2.0,1.0,86.0,6.0,0.0,172.0,285.0,0.0,39.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Bardhi,493.160€,,,Levante UD,99.0,32.0,2585.0,0.0,1.0,2.0,15.0,61.0,33.0,3.0,218.0,403.0,0.0,44.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
Oier,527.785€,,,C.A. Osasuna,99.0,28.0,1685.0,1.0,2.0,1.0,19.0,12.0,33.0,13.0,141.0,338.0,0.0,29.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Zubimendi,501.540€,,,Real Sociedad,99.0,35.0,2088.0,0.0,2.0,5.0,5.0,40.0,5.0,5.0,197.0,345.0,0.0,32.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0
Nacho Vidal,593.123€,,,C.A. Osasuna,99.0,34.0,1874.0,0.0,0.0,1.0,1.0,36.0,11.0,1.0,138.0,174.0,0.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Lozano,503.292€,,,Cádiz CF,98.0,36.0,2342.0,0.0,0.0,3.0,10.0,53.0,16.0,2.0,175.0,380.0,0.0,31.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Giménez,482.872€,,,Atlético de Madrid,98.0,32.0,1525.0,3.0,1.0,1.0,3.0,8.0,27.0,15.0,46.0,229.0,0.0,31.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Nyom,13.025.338€,,,Getafe CF,98.0,25.0,1766.0,0.0,0.0,0.0,0.0,62.0,1.0,5.0,101.0,159.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Bruno,533.582€,,,Real Valladolid,98.0,34.0,2332.0,0.0,2.0,3.0,24.0,34.0,11.0,2.0,144.0,398.0,0.0,27.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Lee KangIn,513.491€,,,Valencia CF,98.0,36.0,2261.0,1.0,0.0,0.0,0.0,108.0,3.0,2.0,137.0,204.0,0.0,34.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Unai López,555.948€,,,Athletic Club,97.0,35.0,1266.0,0.0,4.0,2.0,6.0,0.0,35.0,7.0,60.0,168.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Thierry Correia,547.758€,,,Valencia CF,96.0,35.0,1424.0,3.0,0.0,2.0,9.0,7.0,15.0,10.0,116.0,214.0,0.0,18.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
Maffeo,577.025€,,,SD Huesca,96.0,35.0,2231.0,1.0,1.0,2.0,13.0,55.0,26.0,3.0,171.0,404.0,0.0,31.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
Mata,575.933€,,,Getafe CF,96.0,27.0,1978.0,1.0,4.0,6.0,22.0,19.0,27.0,5.0,148.0,408.0,0.0,33.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
Hugo Mallo,502.360€,,,RC Celta,95.0,35.0,2050.0,5.0,0.0,1.0,3.0,15.0,4.0,20.0,69.0,298.0,1.0,22.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
